filename,filepath,label
detected_face_frame_0_16.jpg,SSD_Output/angry_ssd/detected_face_frame_0_16.jpg,0
detected_face_frame_0_24.jpg,SSD_Output/angry_ssd/detected_face_frame_0_24.jpg,0
detected_face_frame_0_32.jpg,SSD_Output/angry_ssd/detected_face_frame_0_32.jpg,0
detected_face_frame_0_40.jpg,SSD_Output/angry_ssd/detected_face_frame_0_40.jpg,0
detected_face_frame_0_48.jpg,SSD_Output/angry_ssd/detected_face_frame_0_48.jpg,0
detected_face_frame_0_56.jpg,SSD_Output/angry_ssd/detected_face_frame_0_56.jpg,0
detected_face_frame_0_64.jpg,SSD_Output/angry_ssd/detected_face_frame_0_64.jpg,0
detected_face_frame_0_72.jpg,SSD_Output/angry_ssd/detected_face_frame_0_72.jpg,0
detected_face_frame_0_80.jpg,SSD_Output/angry_ssd/detected_face_frame_0_80.jpg,0
detected_face_frame_0_88.jpg,SSD_Output/angry_ssd/detected_face_frame_0_88.jpg,0
detected_face_frame_0_96.jpg,SSD_Output/angry_ssd/detected_face_frame_0_96.jpg,0
detected_face_frame_0_104.jpg,SSD_Output/angry_ssd/detected_face_frame_0_104.jpg,0
detected_face_frame_1_16.jpg,SSD_Output/angry_ssd/detected_face_frame_1_16.jpg,0
detected_face_frame_1_24.jpg,SSD_Output/angry_ssd/detected_face_frame_1_24.jpg,0
detected_face_frame_1_32.jpg,SSD_Output/angry_ssd/detected_face_frame_1_32.jpg,0
detected_face_frame_1_40.jpg,SSD_Output/angry_ssd/detected_face_frame_1_40.jpg,0
detected_face_frame_1_48.jpg,SSD_Output/angry_ssd/detected_face_frame_1_48.jpg,0
detected_face_frame_1_56.jpg,SSD_Output/angry_ssd/detected_face_frame_1_56.jpg,0
detected_face_frame_1_64.jpg,SSD_Output/angry_ssd/detected_face_frame_1_64.jpg,0
detected_face_frame_1_72.jpg,SSD_Output/angry_ssd/detected_face_frame_1_72.jpg,0
detected_face_frame_1_80.jpg,SSD_Output/angry_ssd/detected_face_frame_1_80.jpg,0
detected_face_frame_1_88.jpg,SSD_Output/angry_ssd/detected_face_frame_1_88.jpg,0
detected_face_frame_1_96.jpg,SSD_Output/angry_ssd/detected_face_frame_1_96.jpg,0
detected_face_frame_1_104.jpg,SSD_Output/angry_ssd/detected_face_frame_1_104.jpg,0
detected_face_frame_2_16.jpg,SSD_Output/angry_ssd/detected_face_frame_2_16.jpg,0
detected_face_frame_2_24.jpg,SSD_Output/angry_ssd/detected_face_frame_2_24.jpg,0
detected_face_frame_2_32.jpg,SSD_Output/angry_ssd/detected_face_frame_2_32.jpg,0
detected_face_frame_2_40.jpg,SSD_Output/angry_ssd/detected_face_frame_2_40.jpg,0
detected_face_frame_2_48.jpg,SSD_Output/angry_ssd/detected_face_frame_2_48.jpg,0
detected_face_frame_2_56.jpg,SSD_Output/angry_ssd/detected_face_frame_2_56.jpg,0
detected_face_frame_2_64.jpg,SSD_Output/angry_ssd/detected_face_frame_2_64.jpg,0
detected_face_frame_2_72.jpg,SSD_Output/angry_ssd/detected_face_frame_2_72.jpg,0
detected_face_frame_2_80.jpg,SSD_Output/angry_ssd/detected_face_frame_2_80.jpg,0
detected_face_frame_2_88.jpg,SSD_Output/angry_ssd/detected_face_frame_2_88.jpg,0
detected_face_frame_2_96.jpg,SSD_Output/angry_ssd/detected_face_frame_2_96.jpg,0
detected_face_frame_2_104.jpg,SSD_Output/angry_ssd/detected_face_frame_2_104.jpg,0
detected_face_frame_3_24.jpg,SSD_Output/angry_ssd/detected_face_frame_3_24.jpg,0
detected_face_frame_3_32.jpg,SSD_Output/angry_ssd/detected_face_frame_3_32.jpg,0
detected_face_frame_3_40.jpg,SSD_Output/angry_ssd/detected_face_frame_3_40.jpg,0
detected_face_frame_3_48.jpg,SSD_Output/angry_ssd/detected_face_frame_3_48.jpg,0
detected_face_frame_3_56.jpg,SSD_Output/angry_ssd/detected_face_frame_3_56.jpg,0
detected_face_frame_3_64.jpg,SSD_Output/angry_ssd/detected_face_frame_3_64.jpg,0
detected_face_frame_3_72.jpg,SSD_Output/angry_ssd/detected_face_frame_3_72.jpg,0
detected_face_frame_3_80.jpg,SSD_Output/angry_ssd/detected_face_frame_3_80.jpg,0
detected_face_frame_3_88.jpg,SSD_Output/angry_ssd/detected_face_frame_3_88.jpg,0
detected_face_frame_3_96.jpg,SSD_Output/angry_ssd/detected_face_frame_3_96.jpg,0
detected_face_frame_3_104.jpg,SSD_Output/angry_ssd/detected_face_frame_3_104.jpg,0
detected_face_frame_3_112.jpg,SSD_Output/angry_ssd/detected_face_frame_3_112.jpg,0
detected_face_frame_4_24.jpg,SSD_Output/angry_ssd/detected_face_frame_4_24.jpg,0
detected_face_frame_4_32.jpg,SSD_Output/angry_ssd/detected_face_frame_4_32.jpg,0
detected_face_frame_4_40.jpg,SSD_Output/angry_ssd/detected_face_frame_4_40.jpg,0
detected_face_frame_4_48.jpg,SSD_Output/angry_ssd/detected_face_frame_4_48.jpg,0
detected_face_frame_4_56.jpg,SSD_Output/angry_ssd/detected_face_frame_4_56.jpg,0
detected_face_frame_4_64.jpg,SSD_Output/angry_ssd/detected_face_frame_4_64.jpg,0
detected_face_frame_4_72.jpg,SSD_Output/angry_ssd/detected_face_frame_4_72.jpg,0
detected_face_frame_4_80.jpg,SSD_Output/angry_ssd/detected_face_frame_4_80.jpg,0
detected_face_frame_4_88.jpg,SSD_Output/angry_ssd/detected_face_frame_4_88.jpg,0
detected_face_frame_4_96.jpg,SSD_Output/angry_ssd/detected_face_frame_4_96.jpg,0
detected_face_frame_4_104.jpg,SSD_Output/angry_ssd/detected_face_frame_4_104.jpg,0
detected_face_frame_4_112.jpg,SSD_Output/angry_ssd/detected_face_frame_4_112.jpg,0
detected_face_frame_5_24.jpg,SSD_Output/angry_ssd/detected_face_frame_5_24.jpg,0
detected_face_frame_5_32.jpg,SSD_Output/angry_ssd/detected_face_frame_5_32.jpg,0
detected_face_frame_5_40.jpg,SSD_Output/angry_ssd/detected_face_frame_5_40.jpg,0
detected_face_frame_5_48.jpg,SSD_Output/angry_ssd/detected_face_frame_5_48.jpg,0
detected_face_frame_5_56.jpg,SSD_Output/angry_ssd/detected_face_frame_5_56.jpg,0
detected_face_frame_5_64.jpg,SSD_Output/angry_ssd/detected_face_frame_5_64.jpg,0
detected_face_frame_5_72.jpg,SSD_Output/angry_ssd/detected_face_frame_5_72.jpg,0
detected_face_frame_5_80.jpg,SSD_Output/angry_ssd/detected_face_frame_5_80.jpg,0
detected_face_frame_5_88.jpg,SSD_Output/angry_ssd/detected_face_frame_5_88.jpg,0
detected_face_frame_5_96.jpg,SSD_Output/angry_ssd/detected_face_frame_5_96.jpg,0
detected_face_frame_5_104.jpg,SSD_Output/angry_ssd/detected_face_frame_5_104.jpg,0
detected_face_frame_5_112.jpg,SSD_Output/angry_ssd/detected_face_frame_5_112.jpg,0
detected_face_frame_6_24.jpg,SSD_Output/angry_ssd/detected_face_frame_6_24.jpg,0
detected_face_frame_6_32.jpg,SSD_Output/angry_ssd/detected_face_frame_6_32.jpg,0
detected_face_frame_6_40.jpg,SSD_Output/angry_ssd/detected_face_frame_6_40.jpg,0
detected_face_frame_6_48.jpg,SSD_Output/angry_ssd/detected_face_frame_6_48.jpg,0
detected_face_frame_6_56.jpg,SSD_Output/angry_ssd/detected_face_frame_6_56.jpg,0
detected_face_frame_6_64.jpg,SSD_Output/angry_ssd/detected_face_frame_6_64.jpg,0
detected_face_frame_6_72.jpg,SSD_Output/angry_ssd/detected_face_frame_6_72.jpg,0
detected_face_frame_6_80.jpg,SSD_Output/angry_ssd/detected_face_frame_6_80.jpg,0
detected_face_frame_6_88.jpg,SSD_Output/angry_ssd/detected_face_frame_6_88.jpg,0
detected_face_frame_6_96.jpg,SSD_Output/angry_ssd/detected_face_frame_6_96.jpg,0
detected_face_frame_6_104.jpg,SSD_Output/angry_ssd/detected_face_frame_6_104.jpg,0
